weight,height,body_fat,muscle_mass,water_perc,goal,training_days,cardio_minutes,strength_sessions,sets,reps
103,194,16,26,49.17814864045854,Weight Gain,4,30,3,4,8
68,156,19,31,46.94508431711065,Muscle Gain,6,58,4,4,9
89,161,29,25,63.99598706924006,Weight Gain,5,37,3,4,8
98,197,28,30,61.69908524465281,Weight Loss,4,296,3,3,12
61,156,10,20,58.84359467087484,Weight Gain,4,26,4,4,8
90,194,33,21,59.75669677396697,Muscle Gain,6,36,4,3,6
72,196,16,20,60.60453833235789,Muscle Gain,5,46,4,3,8
107,176,28,37,48.62651712208626,Muscle Gain,4,73,5,4,8
104,182,21,28,52.902982169952736,Weight Gain,4,60,4,3,8
68,185,29,29,46.59662133125747,Weight Loss,5,225,2,3,17
62,173,31,37,47.64567416019211,Muscle Gain,4,89,4,3,8
104,187,10,39,52.449338956513465,Weight Gain,4,41,4,4,8
105,182,13,29,48.00691749463533,Weight Gain,5,59,4,3,7
71,181,20,38,46.88625302925495,Weight Loss,4,226,3,3,15
58,192,26,35,55.4768615747369,Weight Gain,4,45,3,3,8
81,192,33,24,55.46356019679001,Weight Gain,5,60,3,4,8
86,158,15,36,58.21790107877855,Muscle Gain,5,76,5,4,6
58,198,18,22,51.08140569560514,Muscle Gain,6,70,5,3,9
74,194,12,31,63.53425690615546,Weight Loss,5,251,2,3,16
66,151,15,31,55.59126187296674,Weight Loss,4,194,2,2,15
61,190,29,35,46.15997308914057,Weight Loss,4,235,2,3,14
58,174,23,34,58.43912280989824,Weight Gain,4,48,3,3,9
87,161,33,32,54.84331011710412,Weight Gain,4,56,4,3,8
99,192,25,38,53.84207492415558,Weight Gain,3,37,4,4,8
91,186,12,35,61.49603582868335,Muscle Gain,4,65,4,4,6
55,176,32,34,52.44732596457205,Weight Loss,5,222,2,2,15
71,157,11,28,49.86704988067197,Weight Loss,5,169,2,2,18
86,192,31,33,62.78192485432479,Muscle Gain,5,63,5,4,9
83,194,27,21,64.46758391550235,Muscle Gain,5,68,4,4,6
96,172,12,24,53.10451565858668,Weight Loss,4,249,2,3,16
109,197,15,27,49.888788919433864,Muscle Gain,5,27,4,3,7
97,197,25,26,51.61405576798622,Weight Loss,4,275,2,2,12
50,156,16,27,63.64900842161286,Muscle Gain,4,77,4,3,11
101,151,13,37,49.41649831755632,Muscle Gain,4,63,4,4,9
109,160,21,28,54.92059788507088,Weight Gain,5,22,3,4,7
70,170,16,36,46.19958544383033,Muscle Gain,5,60,4,3,6
62,186,18,32,51.58125633801819,Weight Gain,3,24,4,4,8
65,186,13,33,60.090586776534835,Muscle Gain,5,62,4,4,10
59,159,27,31,54.971384339271104,Muscle Gain,5,57,4,4,10
107,190,33,21,51.95530041829256,Muscle Gain,4,73,5,3,11
65,197,13,25,51.83204521866068,Weight Gain,3,34,3,4,6
67,162,31,33,54.25067970756601,Weight Gain,3,40,4,3,8
106,178,15,37,61.95290293304085,Muscle Gain,5,61,5,3,9
64,157,29,37,47.33505934316017,Weight Loss,4,258,2,2,15
58,180,26,35,48.63155016765978,Weight Gain,3,29,4,4,9
60,183,21,39,52.02415136772826,Muscle Gain,4,79,5,3,11
109,178,22,31,53.87518755560671,Weight Gain,4,24,4,3,6
102,198,18,25,60.584062735302155,Muscle Gain,5,38,4,4,9
72,199,23,30,49.90306059103063,Weight Loss,5,180,2,3,17
70,186,16,32,61.44727027624861,Muscle Gain,4,62,5,3,6
89,194,14,33,58.56145024643833,Muscle Gain,5,34,5,4,7
84,193,29,32,54.80080412881124,Weight Gain,5,43,4,4,7
67,191,13,20,46.625610466413875,Weight Gain,5,21,4,4,6
107,191,10,30,47.20465817442465,Weight Gain,5,20,3,3,7
88,195,28,26,61.8828092005095,Muscle Gain,5,30,5,4,10
99,195,17,31,45.24018326168528,Weight Gain,3,66,4,3,6
98,160,21,22,64.32956910262371,Muscle Gain,4,65,4,4,10
73,195,25,36,62.8904248709987,Weight Gain,4,20,3,3,9
65,174,14,27,62.05021272578411,Weight Gain,3,33,4,3,7
81,178,18,21,48.020699849938524,Muscle Gain,5,29,5,4,11
95,167,26,28,56.87350148795804,Weight Loss,6,263,3,3,14
96,189,17,38,53.19692197420484,Weight Loss,5,297,3,3,19
75,186,32,32,56.412883650900895,Weight Loss,6,173,2,2,18
63,197,22,21,46.30510378250012,Muscle Gain,4,46,4,4,9
106,177,11,36,54.594003250670916,Weight Loss,5,277,2,2,12
84,151,10,31,59.79643268731193,Weight Gain,3,33,3,3,6
72,179,20,23,49.50673822908656,Weight Loss,5,159,2,3,18
55,150,25,37,49.59591367210518,Weight Loss,5,161,2,3,16
73,163,20,38,46.233324146148085,Weight Loss,4,201,3,3,19
77,153,34,31,51.15887415323864,Weight Gain,3,53,4,4,7
54,166,26,21,55.38183460679456,Muscle Gain,4,65,4,4,11
80,152,11,35,62.73339513304416,Muscle Gain,4,67,5,3,10
103,194,25,24,49.30971243885969,Muscle Gain,4,75,4,3,8
57,171,28,24,55.080760152575145,Weight Gain,3,49,3,3,8
97,178,19,37,49.65544567150434,Weight Gain,4,23,4,3,8
66,170,34,26,60.48431116332718,Muscle Gain,4,50,5,3,7
105,182,33,23,46.473825047408695,Muscle Gain,6,56,4,4,9
84,181,18,33,54.3578505626405,Weight Loss,5,223,3,3,15
67,162,33,25,52.89078416484851,Weight Loss,5,240,2,2,18
97,182,13,25,45.65310069188405,Weight Gain,4,36,3,3,8
69,164,10,36,52.27572103198114,Weight Loss,4,253,3,3,18
57,172,23,23,50.31356931005674,Weight Gain,5,44,4,4,9
63,151,31,32,58.039086899683404,Weight Gain,5,59,3,3,8
50,197,24,35,47.751042229502794,Weight Loss,4,276,2,3,18
85,179,34,23,60.67824761174467,Muscle Gain,6,58,5,4,10
87,161,23,37,55.06409340149928,Muscle Gain,4,52,5,3,10
72,152,14,20,53.22645393646539,Weight Loss,5,251,2,2,19
75,162,21,24,52.21942911972543,Weight Loss,4,235,2,3,18
53,182,24,31,48.4020249237634,Muscle Gain,4,43,4,4,6
52,189,20,20,52.9725792328815,Weight Gain,3,37,4,3,7
73,177,31,32,48.959465110699355,Weight Gain,4,50,4,4,8
71,150,14,36,46.35109686911374,Muscle Gain,5,86,5,4,9
60,198,32,20,58.76793409853816,Muscle Gain,5,65,4,3,7
55,189,10,34,50.428300150393454,Weight Gain,4,20,3,3,6
76,153,19,26,63.06800481786047,Weight Gain,5,51,3,3,6
51,160,12,36,45.178255683434976,Muscle Gain,5,60,4,3,7
69,192,32,25,62.406580691081885,Muscle Gain,5,43,4,4,8
92,165,12,26,49.726520352189155,Weight Loss,5,157,3,2,18
73,181,22,20,57.35481001249996,Weight Loss,4,176,2,2,19
63,188,13,21,51.84999986016275,Weight Loss,4,199,2,2,17
67,153,25,23,47.70479655969445,Weight Gain,4,54,4,4,8
103,175,30,34,63.71751938812199,Weight Loss,5,227,2,2,18
75,172,22,22,55.52350641339183,Muscle Gain,5,69,5,3,11
66,152,21,33,50.23240554581348,Weight Loss,5,201,2,2,13
70,162,19,25,47.23273374341757,Weight Gain,4,42,3,4,7
88,188,10,27,59.84761778513486,Weight Loss,5,287,3,3,14
62,170,24,30,50.386917581222086,Muscle Gain,5,68,4,4,6
76,157,33,36,59.20283765125056,Weight Gain,3,35,4,3,6
64,191,26,38,55.07858015448488,Muscle Gain,5,32,4,3,10
80,157,22,35,54.86391039575858,Weight Gain,4,45,3,3,9
74,187,28,23,54.64944045980131,Muscle Gain,5,41,5,3,7
54,196,32,23,56.192298847090676,Weight Loss,4,174,2,3,13
51,165,16,37,49.28232486825871,Muscle Gain,5,54,5,4,11
106,174,12,32,49.04430174917947,Weight Gain,5,20,4,3,8
62,190,18,38,47.679973624113416,Weight Loss,5,291,3,3,14
65,159,13,29,53.130766277740264,Weight Loss,6,212,2,2,12
109,169,33,33,51.97724193540546,Weight Loss,6,277,2,2,19
100,189,29,27,54.1562730016925,Weight Gain,3,27,3,4,6
100,183,15,20,64.09234743008108,Weight Gain,3,24,4,3,7
96,165,12,25,56.65244716356493,Weight Loss,4,246,2,3,13
108,199,18,22,47.56744797065133,Weight Loss,6,234,2,3,19
74,179,23,30,49.67696738170955,Muscle Gain,6,71,5,3,11
103,183,34,25,57.4540079246588,Weight Gain,3,46,3,3,7
80,178,20,30,53.98279376918782,Weight Gain,5,20,3,4,9
105,150,30,23,62.88565437367356,Weight Gain,3,28,4,4,6
78,196,24,35,54.57665631663363,Weight Loss,4,302,2,3,16
67,151,25,20,58.97453847407758,Muscle Gain,5,65,5,3,9
100,174,10,33,60.146111906697506,Weight Loss,5,149,2,3,13
80,168,27,36,56.06784880459527,Muscle Gain,6,77,5,3,7
74,166,30,20,63.257214233159004,Weight Gain,4,25,4,3,8
78,193,32,27,51.741427241811664,Muscle Gain,4,37,4,4,11
88,156,17,29,49.55373251859197,Weight Gain,3,20,4,4,7
93,173,15,25,56.95374059887001,Muscle Gain,5,32,4,4,9
106,150,17,22,45.21214846740639,Weight Gain,3,22,3,4,8
78,184,27,27,58.58717579843293,Muscle Gain,4,52,5,3,6
86,199,12,23,49.01019047101775,Weight Loss,4,177,3,2,18
55,198,21,27,52.47040836480723,Weight Loss,5,211,3,3,13
62,176,19,28,55.589657647587885,Weight Gain,3,21,3,4,8
88,182,16,34,50.69310786987184,Weight Gain,3,62,3,3,7
79,179,17,38,51.951285623234824,Muscle Gain,5,30,4,4,7
68,198,27,32,46.83666615710321,Weight Gain,3,36,4,4,9
63,166,26,22,62.605954348370815,Weight Loss,5,178,2,3,12
105,165,34,33,62.24610473153341,Weight Gain,5,55,4,3,9
83,178,12,29,45.22441779954925,Muscle Gain,5,75,5,4,6
55,188,24,37,62.328302590496484,Weight Loss,4,188,2,3,15
104,193,32,34,60.01194725014642,Weight Gain,4,44,4,3,6
101,159,15,31,46.39015593030386,Weight Gain,4,55,3,4,7
90,161,27,27,49.231642691409824,Weight Loss,4,204,3,3,19
109,199,17,38,55.806537344841104,Weight Loss,4,198,3,3,18
96,180,22,32,62.12488083383241,Weight Loss,4,205,3,2,14
98,178,17,37,49.628252443542976,Muscle Gain,6,44,4,4,6
58,161,20,36,46.73018537879495,Weight Gain,3,53,3,4,8
109,157,12,37,63.086207439745465,Weight Loss,6,210,3,3,18
109,171,15,34,63.60450605390205,Weight Loss,5,191,2,3,19
85,154,16,25,64.83596140091532,Weight Gain,5,51,3,4,7
50,178,18,28,59.108977354126736,Muscle Gain,6,47,5,4,11
82,168,24,20,53.546596519480154,Muscle Gain,4,40,5,3,9
109,155,11,26,49.27425949705158,Weight Gain,5,32,4,3,6
87,181,32,34,62.90597675417894,Muscle Gain,5,40,5,4,6
77,163,27,29,63.22131058547741,Weight Loss,4,229,2,3,18
105,185,26,29,45.63683489096196,Muscle Gain,5,55,5,3,10
68,165,20,31,50.92735213681644,Weight Gain,5,45,4,4,7
68,191,25,32,45.88488538035617,Weight Gain,4,23,4,4,8
109,170,32,37,56.408994697446886,Weight Loss,6,225,2,3,14
56,159,19,38,55.62796613992644,Weight Gain,4,54,3,3,6
107,194,28,25,47.16996690140877,Weight Loss,5,179,2,2,16
93,187,28,29,53.09827338941673,Muscle Gain,5,63,5,4,6
96,188,34,37,57.802628307818445,Weight Loss,5,171,2,2,16
88,196,20,37,49.028879292593636,Weight Loss,4,155,3,2,12
50,152,31,27,59.34616824667017,Weight Loss,5,271,3,2,17
59,156,19,38,52.83787841871827,Weight Loss,6,230,2,2,16
57,174,23,21,62.288552570442064,Muscle Gain,5,65,4,4,11
62,152,33,28,57.29249565358831,Weight Gain,3,35,3,4,9
60,197,25,37,59.150769792293474,Muscle Gain,5,60,4,3,8
107,197,31,37,53.649667517453196,Weight Loss,6,165,3,2,14
54,158,24,33,56.917672753380195,Weight Loss,4,183,3,3,13
59,179,28,33,63.44240871922436,Weight Loss,4,230,2,2,18
85,175,19,21,52.18347175757512,Muscle Gain,4,41,4,4,10
99,180,11,32,51.97362577969933,Weight Gain,5,52,4,3,9
80,178,30,28,46.21220714235627,Weight Gain,4,40,3,3,9
52,168,23,28,61.7380689063331,Weight Loss,6,166,2,3,19
91,173,26,35,58.97674711588439,Weight Gain,3,27,3,4,7
69,164,10,28,47.04123570275654,Muscle Gain,5,42,5,3,7
56,174,24,28,50.01092117862257,Weight Gain,4,45,3,4,7
107,181,12,27,52.320267836803026,Muscle Gain,5,86,4,3,9
59,190,31,25,54.03273369366447,Weight Gain,3,32,4,3,9
102,167,22,34,58.28517954280275,Weight Loss,5,166,3,3,12
68,197,23,21,58.00312441476988,Weight Gain,3,20,4,3,9
54,188,15,32,48.39172001641427,Weight Gain,4,20,3,4,8
96,180,26,32,60.04538921890679,Muscle Gain,5,73,4,3,9
108,152,20,29,50.57389708605651,Weight Gain,4,31,3,4,7
105,180,13,21,50.8280453257649,Weight Loss,5,171,2,3,17
59,191,21,33,60.94125766404459,Weight Loss,5,149,3,3,15
54,191,15,33,62.46730179117435,Weight Gain,4,51,4,4,9
101,175,17,28,57.57339853396586,Weight Loss,5,303,2,3,12
78,163,26,32,58.75210201987586,Muscle Gain,5,83,4,3,10
95,173,23,34,56.75948496740697,Weight Loss,4,235,3,3,18
76,177,19,37,50.29861772444812,Weight Gain,4,47,3,3,9
50,177,10,37,63.66029746260841,Weight Loss,5,247,3,2,17
105,185,10,25,62.79994965162264,Weight Loss,5,243,3,3,16
94,181,34,29,45.837255914417995,Weight Loss,4,237,2,3,15
66,158,10,37,52.4184685021813,Weight Loss,4,266,3,3,14
84,191,31,37,55.92495935205777,Weight Gain,4,53,4,4,6
62,196,21,20,49.08137740957482,Muscle Gain,5,57,5,4,7
96,151,19,21,50.30612740240838,Weight Loss,5,255,3,2,12
108,171,11,35,45.1042503695385,Weight Gain,3,36,4,3,9
101,171,15,36,58.149427377123075,Weight Loss,4,206,2,3,18
71,170,15,33,55.41199633605962,Weight Loss,4,233,3,3,17
81,172,12,20,59.34373779450543,Weight Loss,5,273,3,2,14
80,151,23,24,64.49065107324749,Weight Loss,4,214,2,2,14
101,179,10,38,51.70248533392449,Weight Gain,3,26,4,3,6
63,194,22,25,54.79079084188309,Weight Gain,4,20,3,3,7
92,152,25,24,49.947516390654805,Weight Gain,3,49,4,4,9
65,185,16,37,56.689398632892264,Muscle Gain,5,74,4,3,9
74,188,17,34,63.443994476713705,Muscle Gain,4,44,4,4,7
74,165,27,20,46.02359471336419,Weight Loss,4,281,3,2,14
61,177,26,20,61.80056901595631,Weight Gain,5,22,3,4,7
103,177,24,38,46.69840678046428,Weight Gain,3,56,3,4,8
70,191,13,28,47.50021640179688,Muscle Gain,5,41,4,3,10
78,155,30,37,63.923474095926906,Weight Gain,4,58,4,4,7
106,194,29,22,62.05473491463863,Weight Loss,4,176,3,2,12
95,181,19,38,48.17083071183221,Weight Gain,3,63,4,4,9
101,194,30,36,50.941539155929455,Weight Loss,5,212,2,3,15
89,169,18,20,63.170480610010245,Weight Gain,3,32,3,3,6
76,180,20,29,51.123185849322624,Weight Gain,4,58,4,3,6
70,181,12,34,54.574033637807005,Weight Gain,5,40,3,3,9
90,167,28,37,63.536327078567965,Muscle Gain,4,55,4,3,11
105,174,23,23,57.03340043527188,Muscle Gain,5,73,4,3,8
76,175,17,27,62.02852788830012,Weight Gain,4,33,4,4,8
85,166,18,31,62.12299145191883,Weight Gain,4,20,4,3,9
83,157,19,34,61.66671241010506,Weight Gain,3,21,4,3,8
51,182,30,20,46.12419115732445,Weight Loss,6,271,3,2,13
103,196,17,29,50.78898388608739,Weight Gain,4,37,4,3,7
93,159,32,23,47.46814336130953,Weight Gain,4,48,3,3,9
66,174,33,32,63.90716268913065,Weight Gain,4,29,4,4,8
71,156,13,36,51.67573709491868,Weight Gain,3,44,4,4,9
100,159,27,34,46.200435951765414,Weight Loss,4,195,3,3,17
64,166,28,32,45.91840112182526,Muscle Gain,5,56,5,3,10
53,156,34,24,46.74900313005507,Muscle Gain,5,54,4,3,9
97,188,31,22,64.11623486348749,Weight Loss,4,244,2,3,13
105,181,34,38,57.57976774448704,Weight Gain,5,21,4,4,6
73,163,22,27,63.15278586619088,Muscle Gain,4,90,4,4,7
107,183,20,23,59.150736632539925,Weight Gain,4,59,4,3,6
53,191,10,30,58.26046876648803,Weight Loss,6,261,2,3,18
93,184,32,35,58.644012118663895,Weight Gain,3,50,3,4,9
98,197,30,38,54.91328764593838,Muscle Gain,5,82,5,4,6
53,158,17,21,52.47097108282609,Weight Gain,3,53,4,4,6
83,175,10,23,63.55228470296113,Weight Loss,4,299,3,3,13
50,164,33,23,51.295129857215386,Weight Gain,3,25,4,3,9
50,151,26,22,64.18016887217452,Weight Gain,4,56,4,4,8
103,187,16,36,45.665955671303436,Weight Loss,4,221,3,2,13
60,183,25,22,46.13430276564451,Weight Loss,5,215,2,3,12
79,180,10,30,54.633755373230755,Weight Loss,5,291,2,3,13
63,154,33,29,59.69244080864466,Muscle Gain,5,76,4,4,8
91,180,31,25,48.45171588098544,Weight Loss,6,246,2,3,15
69,171,29,27,62.58652998031647,Muscle Gain,4,64,4,4,11
74,181,24,32,50.87224330129499,Weight Gain,3,22,3,4,6
88,176,13,28,59.96550748794513,Muscle Gain,5,47,4,4,7
58,195,12,20,56.97446682113461,Muscle Gain,5,80,4,3,10
58,194,22,32,58.22308539438186,Weight Gain,5,52,4,4,8
101,188,29,29,48.13667399792726,Weight Loss,4,278,3,2,18
61,168,20,25,52.68094765515049,Muscle Gain,4,71,4,3,8
83,173,19,39,47.465074162761184,Muscle Gain,5,67,4,4,10
63,188,20,27,54.62987357098788,Muscle Gain,5,74,4,4,9
56,179,27,25,61.31243542080773,Muscle Gain,5,73,5,3,8
75,193,28,25,45.78638975336946,Weight Loss,5,162,3,3,14
85,161,29,27,48.313263349528256,Weight Loss,5,236,2,2,13
70,157,23,26,52.341654941744935,Muscle Gain,4,69,5,3,11
53,169,29,30,52.0150642949871,Weight Gain,3,56,4,4,9
80,184,16,25,50.19228197347841,Weight Gain,4,61,4,3,7
92,153,16,31,64.23965240000679,Weight Gain,5,28,4,4,8
86,190,33,22,48.21910974913458,Weight Loss,5,197,2,2,13
88,193,31,26,49.84361436345506,Weight Gain,4,48,4,4,9
74,172,14,37,46.82833098229035,Muscle Gain,5,50,4,4,10
64,191,17,28,45.05107176536127,Weight Gain,4,58,3,3,9
87,150,23,37,55.47823353408795,Weight Gain,3,23,4,3,9
95,191,15,28,47.11285697740484,Weight Gain,3,61,3,3,6
71,197,16,29,49.462299170773335,Weight Loss,5,182,2,2,17
102,192,13,28,55.44002900304108,Muscle Gain,5,75,4,3,8
72,155,31,22,53.300909879078006,Weight Gain,4,43,3,3,6
88,173,15,20,53.276974891443345,Muscle Gain,5,87,5,4,10
101,174,30,32,50.11907330499861,Muscle Gain,5,86,5,4,11
87,185,13,38,54.00413232230239,Weight Gain,3,58,3,4,8
85,182,10,37,61.24710088200798,Weight Gain,3,45,3,4,8
74,166,34,31,49.31382735945771,Weight Loss,5,169,2,2,16
62,189,30,21,57.326152996933885,Muscle Gain,6,86,5,3,6
52,167,28,33,59.97447270593325,Weight Gain,4,22,4,4,8
92,166,27,33,60.704317502504466,Muscle Gain,5,66,4,4,7
83,189,16,20,56.031753216132685,Muscle Gain,6,33,4,3,10
69,160,24,33,54.82827509245763,Weight Gain,5,28,4,4,9
76,171,31,21,62.4620513121786,Weight Loss,4,155,2,3,15
54,150,31,38,46.52503128692507,Weight Gain,4,35,4,4,9
97,160,21,21,63.32302053628803,Muscle Gain,4,55,4,3,9
82,181,25,30,51.28334825583927,Weight Gain,3,39,3,4,8
103,187,34,21,55.11082299546582,Weight Loss,5,239,2,3,16
54,194,22,29,61.66099262137982,Weight Gain,5,20,3,3,6
96,174,20,37,61.84944257186716,Weight Loss,4,208,2,2,17
100,192,19,34,48.07653153447105,Weight Loss,5,297,2,2,14
81,187,17,33,53.78334381108652,Weight Gain,3,27,4,3,7
102,199,28,21,49.1016271553275,Muscle Gain,5,74,5,4,7
108,168,19,39,64.27366544521004,Weight Loss,4,280,2,2,18
67,195,23,25,52.25640060942663,Weight Loss,5,229,3,3,18
107,179,16,29,50.74531661983496,Muscle Gain,5,47,4,4,7
50,166,13,23,54.77751521506989,Weight Loss,4,241,2,2,19
108,155,14,31,56.69823000543636,Weight Loss,5,169,3,3,15
98,165,30,31,49.08017273021534,Weight Gain,4,36,4,3,9
64,153,24,23,62.97758081158649,Muscle Gain,5,61,5,3,6
96,158,11,22,63.125347945796605,Weight Loss,6,179,2,3,17
65,179,17,27,51.55453913364142,Weight Gain,3,45,3,3,7
74,163,16,38,45.687260584337224,Muscle Gain,4,33,5,3,6
79,183,27,36,55.19308832483756,Weight Gain,4,54,3,3,8
97,193,24,34,62.0608132423302,Muscle Gain,4,53,5,4,6
65,182,24,31,64.75431737489342,Muscle Gain,5,49,4,3,8
72,175,16,29,57.227060615502836,Weight Gain,4,38,3,4,9
96,183,26,25,61.9411638174339,Weight Loss,4,294,2,2,13
71,194,12,26,56.4201673794934,Muscle Gain,6,91,5,4,7
67,188,14,35,48.93882346489783,Muscle Gain,5,39,5,3,7
67,193,17,22,49.71903578389053,Muscle Gain,5,22,4,3,6
73,158,23,30,53.948229085739904,Weight Gain,3,47,3,4,9
72,193,19,20,47.40383082891077,Muscle Gain,6,47,4,3,10
107,156,13,37,64.44442741934012,Muscle Gain,5,41,5,4,8
63,154,13,34,59.798625029408164,Weight Loss,5,205,3,3,15
81,180,28,38,50.89583368015019,Weight Gain,5,20,4,3,8
62,163,28,30,58.123236128897545,Weight Gain,4,40,4,4,7
63,177,27,25,50.62620940941485,Weight Gain,3,22,3,3,9
70,198,21,35,55.72112708654174,Muscle Gain,5,76,5,3,8
82,188,21,39,58.27652922845026,Weight Gain,4,56,3,4,9
52,182,16,23,55.238718582910394,Weight Gain,5,27,4,4,9
76,171,31,36,60.142476479544186,Weight Gain,4,45,4,4,6
