weight,height,body_fat,muscle_mass,water_perc,bmr,goal,calories,protein,carbs,fat
64,175,10,23,39.72,2068,Muscle Gain,2368,207.2,266.4,52.62
99,195,31,30,50.9,1873,Weight Loss,1373,137.3,102.97,45.77
85,196,25,32,51.61,1758,Weight Gain,2258,141.12,282.25,62.72
50,155,22,24,24.41,2181,Weight Gain,2681,167.56,335.12,74.47
96,154,13,21,46.03,1859,Weight Gain,2359,147.44,294.88,65.53
99,166,30,32,59.57,1538,Weight Loss,1038,103.8,77.85,34.6
87,174,22,20,48.33,2108,Weight Gain,2608,163.0,326.0,72.44
106,198,25,27,67.84,1355,Weight Loss,855,85.5,64.12,28.5
61,154,33,25,28.74,2092,Weight Loss,1592,159.2,119.4,53.07
81,191,19,22,39.02,1615,Muscle Gain,1915,167.56,215.44,42.56
78,199,11,28,37.11,1665,Weight Loss,1165,116.5,87.38,38.83
66,198,21,39,33.09,1854,Weight Loss,1354,135.4,101.55,45.13
99,153,26,37,47.55,1469,Muscle Gain,1769,154.79,199.01,39.31
82,165,20,39,37.99,1936,Weight Gain,2436,152.25,304.5,67.67
65,179,11,20,33.42,2012,Weight Gain,2512,157.0,314.0,69.78
61,166,34,34,28.28,1838,Weight Gain,2338,146.12,292.25,64.94
59,180,21,33,33.35,1459,Weight Loss,959,95.9,71.92,31.97
108,194,12,33,70.04,1379,Muscle Gain,1679,146.91,188.89,37.31
53,176,29,30,33.86,1591,Weight Gain,2091,130.69,261.38,58.08
103,166,22,30,51.87,2172,Weight Gain,2672,167.0,334.0,74.22
71,192,25,38,39.85,2113,Weight Loss,1613,161.3,120.97,53.77
84,153,25,35,54.35,2188,Muscle Gain,2488,217.7,279.9,55.29
107,166,22,20,62.16,1726,Weight Loss,1226,122.6,91.95,40.87
51,166,17,25,24.52,1948,Weight Loss,1448,144.8,108.6,48.27
60,165,25,21,33.23,1371,Muscle Gain,1671,146.21,187.99,37.13
91,162,34,36,42.38,1494,Weight Gain,1994,124.62,249.25,55.39
101,162,28,26,47.25,1865,Weight Gain,2365,147.81,295.62,65.69
67,172,11,37,38.44,1842,Weight Loss,1342,134.2,100.65,44.73
63,165,20,20,32.74,1690,Muscle Gain,1990,174.12,223.88,44.22
97,195,24,33,49.05,1918,Muscle Gain,2218,194.07,249.53,49.29
66,175,15,30,33.0,1861,Weight Loss,1361,136.1,102.08,45.37
80,161,32,24,45.36,1358,Muscle Gain,1658,145.07,186.53,36.84
107,173,32,36,50.07,1610,Weight Loss,1110,111.0,83.25,37.0
61,150,30,38,33.37,1637,Muscle Gain,1937,169.49,217.91,43.04
101,152,26,31,47.8,2131,Muscle Gain,2431,212.71,273.49,54.02
54,153,30,39,29.37,1559,Muscle Gain,1859,162.66,209.14,41.31
66,193,12,29,38.46,1483,Muscle Gain,1783,156.01,200.59,39.62
67,150,12,31,41.45,1366,Weight Loss,866,86.6,64.95,28.87
68,178,34,20,31.08,2189,Weight Gain,2689,168.06,336.12,74.69
53,198,23,37,30.68,1475,Muscle Gain,1775,155.31,199.69,39.44
72,170,18,23,41.77,1470,Muscle Gain,1770,154.88,199.12,39.33
70,175,18,22,40.98,1566,Weight Loss,1066,106.6,79.95,35.53
78,196,32,22,41.41,1360,Weight Gain,1860,116.25,232.5,51.67
68,195,26,33,38.91,2190,Weight Gain,2690,168.12,336.25,74.72
93,165,10,32,58.0,1695,Muscle Gain,1995,174.56,224.44,44.33
100,187,16,20,50.83,1624,Weight Gain,2124,132.75,265.5,59.0
80,165,34,35,42.37,2016,Weight Gain,2516,157.25,314.5,69.89
73,159,18,32,39.37,2181,Weight Gain,2681,167.56,335.12,74.47
98,177,28,32,52.01,2036,Weight Gain,2536,158.5,317.0,70.44
82,154,33,22,51.39,1626,Muscle Gain,1926,168.52,216.68,42.8
71,194,32,37,34.97,1608,Muscle Gain,1908,166.95,214.65,42.4
82,154,26,27,43.54,1431,Weight Gain,1931,120.69,241.38,53.64
54,182,34,24,32.86,1933,Weight Gain,2433,152.06,304.12,67.58
50,153,16,20,31.8,2087,Weight Loss,1587,158.7,119.02,52.9
94,175,32,37,57.73,1799,Weight Gain,2299,143.69,287.38,63.86
61,150,19,28,28.14,1414,Weight Gain,1914,119.62,239.25,53.17
58,191,28,35,34.55,2145,Weight Loss,1645,164.5,123.38,54.83
52,183,10,37,29.1,1952,Weight Gain,2452,153.25,306.5,68.11
56,197,30,38,34.56,1502,Weight Loss,1002,100.2,75.15,33.4
81,170,16,39,49.84,1820,Weight Loss,1320,132.0,99.0,44.0
74,182,11,38,42.05,1789,Weight Loss,1289,128.9,96.67,42.97
91,178,15,36,55.14,1785,Weight Gain,2285,142.81,285.62,63.47
69,152,32,38,38.95,1739,Weight Loss,1239,123.9,92.92,41.3
80,186,22,20,44.68,1303,Weight Gain,1803,112.69,225.38,50.08
75,181,33,33,43.71,1882,Weight Loss,1382,138.2,103.65,46.07
80,161,20,27,36.88,1465,Weight Gain,1965,122.81,245.62,54.58
83,168,29,39,47.68,1844,Weight Gain,2344,146.5,293.0,65.11
65,153,20,35,37.45,1396,Muscle Gain,1696,148.4,190.8,37.69
70,171,18,28,33.18,1572,Weight Loss,1072,107.2,80.4,35.73
94,157,25,37,57.8,1332,Weight Loss,832,83.2,62.4,27.73
61,155,18,24,36.29,2085,Weight Loss,1585,158.5,118.88,52.83
67,150,28,27,30.31,1324,Weight Gain,1824,114.0,228.0,50.67
54,189,28,37,32.79,1394,Weight Loss,894,89.4,67.05,29.8
96,167,34,26,46.81,2147,Muscle Gain,2447,214.11,275.29,54.38
87,190,16,33,44.6,2130,Weight Loss,1630,163.0,122.25,54.33
81,187,31,35,43.71,1443,Weight Loss,943,94.3,70.72,31.43
86,176,34,32,53.51,2072,Weight Loss,1572,157.2,117.9,52.4
52,184,10,37,27.28,1692,Weight Loss,1192,119.2,89.4,39.73
67,199,16,23,30.7,1355,Weight Gain,1855,115.94,231.88,51.53
95,152,14,33,59.52,1905,Weight Gain,2405,150.31,300.62,66.81
94,172,31,29,50.76,2083,Weight Loss,1583,158.3,118.72,52.77
83,186,31,36,45.89,1911,Weight Loss,1411,141.1,105.83,47.03
58,151,33,37,27.81,1641,Muscle Gain,1941,169.84,218.36,43.13
62,157,10,36,30.25,1672,Weight Loss,1172,117.2,87.9,39.07
80,190,16,24,40.78,1841,Weight Loss,1341,134.1,100.58,44.7
55,174,28,35,32.74,1565,Weight Loss,1065,106.5,79.88,35.5
64,162,22,32,32.92,1499,Muscle Gain,1799,157.41,202.39,39.98
67,185,19,20,43.08,1376,Weight Loss,876,87.6,65.7,29.2
72,189,12,22,40.03,1462,Muscle Gain,1762,154.17,198.22,39.16
89,152,16,37,53.35,1796,Weight Gain,2296,143.5,287.0,63.78
89,150,19,38,55.76,2110,Muscle Gain,2410,210.88,271.12,53.56
82,190,20,38,50.75,2019,Weight Loss,1519,151.9,113.92,50.63
69,162,10,24,41.41,1902,Muscle Gain,2202,192.67,247.72,48.93
63,189,13,26,28.74,1986,Weight Gain,2486,155.38,310.75,69.06
53,179,28,28,24.2,2017,Muscle Gain,2317,202.74,260.66,51.49
109,195,31,29,50.63,1464,Muscle Gain,1764,154.35,198.45,39.2
76,155,11,32,43.92,1605,Muscle Gain,1905,166.69,214.31,42.33
50,189,31,35,31.53,1851,Weight Gain,2351,146.94,293.88,65.31
97,160,26,38,54.17,2075,Weight Gain,2575,160.94,321.88,71.53
53,160,17,28,32.44,1635,Muscle Gain,1935,169.31,217.69,43.0
55,170,28,27,25.62,1923,Weight Loss,1423,142.3,106.72,47.43
105,175,33,38,56.98,1749,Weight Loss,1249,124.9,93.67,41.63
101,193,11,29,58.83,1548,Weight Loss,1048,104.8,78.6,34.93
85,190,15,20,47.86,1473,Weight Gain,1973,123.31,246.62,54.81
74,167,15,37,36.21,1826,Weight Loss,1326,132.6,99.45,44.2
104,192,34,26,59.79,1587,Weight Gain,2087,130.44,260.88,57.97
104,162,24,20,53.01,1816,Weight Gain,2316,144.75,289.5,64.33
84,159,28,24,51.3,1974,Weight Loss,1474,147.4,110.55,49.13
62,159,11,25,28.28,1580,Muscle Gain,1880,164.5,211.5,41.78
89,156,23,38,55.22,1696,Weight Loss,1196,119.6,89.7,39.87
70,150,28,20,37.5,1814,Muscle Gain,2114,184.97,237.83,46.98
101,190,12,25,62.74,2124,Muscle Gain,2424,212.1,272.7,53.87
82,165,33,24,53.08,2144,Muscle Gain,2444,213.85,274.95,54.31
61,154,14,37,30.58,2166,Weight Gain,2666,166.62,333.25,74.06
106,188,26,38,49.89,1524,Weight Loss,1024,102.4,76.8,34.13
105,180,14,21,67.0,1744,Muscle Gain,2044,178.85,229.95,45.42
92,181,27,36,51.35,1882,Weight Gain,2382,148.88,297.75,66.17
103,184,21,22,50.14,2111,Weight Loss,1611,161.1,120.82,53.7
53,174,25,39,28.23,2199,Weight Gain,2699,168.69,337.38,74.97
87,196,10,22,49.69,1873,Weight Loss,1373,137.3,102.97,45.77
63,190,12,32,29.2,2197,Muscle Gain,2497,218.49,280.91,55.49
62,165,27,26,39.22,1468,Weight Gain,1968,123.0,246.0,54.67
91,190,16,34,56.18,1766,Muscle Gain,2066,180.77,232.43,45.91
86,151,19,35,45.72,1531,Weight Loss,1031,103.1,77.33,34.37
92,192,32,35,41.67,1995,Weight Loss,1495,149.5,112.12,49.83
55,177,21,29,29.48,2135,Muscle Gain,2435,213.06,273.94,54.11
58,156,27,27,35.11,1946,Weight Loss,1446,144.6,108.45,48.2
89,152,26,21,55.56,1520,Weight Gain,2020,126.25,252.5,56.11
97,171,13,39,51.72,1325,Muscle Gain,1625,142.19,182.81,36.11
75,166,33,22,35.32,1801,Muscle Gain,2101,183.84,236.36,46.69
65,164,20,37,33.37,2179,Weight Gain,2679,167.44,334.88,74.42
97,198,18,22,52.22,1801,Muscle Gain,2101,183.84,236.36,46.69
77,188,15,28,40.8,1832,Muscle Gain,2132,186.55,239.85,47.38
91,182,28,38,45.85,1632,Muscle Gain,1932,169.05,217.35,42.93
93,150,28,35,56.66,2026,Muscle Gain,2326,203.52,261.68,51.69
65,192,33,25,38.77,1826,Weight Loss,1326,132.6,99.45,44.2
56,150,26,28,32.82,2154,Weight Loss,1654,165.4,124.05,55.13
92,178,29,25,53.32,1695,Muscle Gain,1995,174.56,224.44,44.33
81,169,32,38,41.54,1366,Weight Loss,866,86.6,64.95,28.87
99,176,30,34,46.43,1767,Weight Gain,2267,141.69,283.38,62.97
85,154,32,32,54.87,1890,Weight Gain,2390,149.38,298.75,66.39
82,168,22,25,51.48,1579,Muscle Gain,1879,164.41,211.39,41.76
97,159,31,28,47.71,1796,Weight Loss,1296,129.6,97.2,43.2
79,193,23,29,50.27,1968,Weight Gain,2468,154.25,308.5,68.56
85,168,16,34,50.04,1849,Muscle Gain,2149,188.04,241.76,47.76
87,165,11,26,41.77,2061,Weight Gain,2561,160.06,320.12,71.14
56,185,33,39,36.2,1939,Weight Loss,1439,143.9,107.92,47.97
93,154,32,38,58.5,2033,Muscle Gain,2333,204.14,262.46,51.84
102,179,12,30,64.56,1860,Weight Loss,1360,136.0,102.0,45.33
58,190,19,32,34.33,1426,Weight Loss,926,92.6,69.45,30.87
78,184,17,39,42.63,1568,Muscle Gain,1868,163.45,210.15,41.51
78,184,31,27,48.18,1852,Weight Gain,2352,147.0,294.0,65.33
71,170,21,30,36.42,1493,Weight Gain,1993,124.56,249.12,55.36
52,165,28,23,26.44,1797,Weight Loss,1297,129.7,97.27,43.23
79,167,19,30,37.06,1453,Weight Loss,953,95.3,71.47,31.77
72,197,29,32,33.73,2098,Muscle Gain,2398,209.82,269.78,53.29
51,163,13,36,29.44,1974,Weight Gain,2474,154.62,309.25,68.72
104,157,11,25,59.65,1949,Weight Loss,1449,144.9,108.67,48.3
91,159,32,22,47.07,1328,Weight Loss,828,82.8,62.1,27.6
101,195,11,24,45.67,1424,Muscle Gain,1724,150.85,193.95,38.31
55,160,21,37,28.91,2060,Weight Loss,1560,156.0,117.0,52.0
74,170,23,22,37.32,2178,Weight Gain,2678,167.38,334.75,74.39
59,176,21,26,38.11,1491,Weight Gain,1991,124.44,248.88,55.31
99,175,24,38,53.48,1361,Weight Loss,861,86.1,64.58,28.7
96,180,12,20,59.91,2190,Weight Gain,2690,168.12,336.25,74.72
106,168,34,31,61.53,1903,Weight Loss,1403,140.3,105.22,46.77
100,155,17,23,57.86,1385,Muscle Gain,1685,147.44,189.56,37.44
72,153,29,23,46.06,2062,Weight Loss,1562,156.2,117.15,52.07
86,190,11,26,44.43,1444,Weight Gain,1944,121.5,243.0,54.0
72,183,20,21,42.7,1877,Weight Loss,1377,137.7,103.27,45.9
72,190,31,21,42.92,2077,Muscle Gain,2377,207.99,267.41,52.82
91,178,34,36,55.1,1925,Weight Loss,1425,142.5,106.88,47.5
65,185,25,38,41.61,1394,Weight Gain,1894,118.38,236.75,52.61
59,165,13,32,31.78,2065,Weight Loss,1565,156.5,117.38,52.17
55,175,20,22,25.66,1936,Weight Gain,2436,152.25,304.5,67.67
50,192,21,33,26.36,2046,Muscle Gain,2346,205.27,263.93,52.13
59,185,11,37,32.45,1827,Weight Gain,2327,145.44,290.88,64.64
92,191,26,33,48.91,1318,Weight Gain,1818,113.62,227.25,50.5
88,158,28,35,50.07,1411,Weight Gain,1911,119.44,238.88,53.08
72,170,20,26,41.83,2092,Muscle Gain,2392,209.3,269.1,53.16
81,179,22,23,40.23,1692,Weight Gain,2192,137.0,274.0,60.89
87,154,14,39,51.01,1432,Muscle Gain,1732,151.55,194.85,38.49
53,158,31,29,33.13,1936,Weight Gain,2436,152.25,304.5,67.67
100,159,15,36,59.17,1753,Muscle Gain,2053,179.64,230.96,45.62
108,196,34,38,63.12,1431,Muscle Gain,1731,151.46,194.74,38.47
97,181,33,38,47.17,2141,Weight Gain,2641,165.06,330.12,73.36
85,155,20,33,51.57,1480,Muscle Gain,1780,155.75,200.25,39.56
83,174,26,28,52.92,1521,Muscle Gain,1821,159.34,204.86,40.47
103,180,28,22,66.68,2132,Weight Gain,2632,164.5,329.0,73.11
75,189,28,25,48.49,1862,Muscle Gain,2162,189.17,243.22,48.04
70,173,34,34,31.6,1548,Muscle Gain,1848,161.7,207.9,41.07
68,178,30,29,34.53,1716,Muscle Gain,2016,176.4,226.8,44.8
66,159,15,36,38.88,1509,Weight Gain,2009,125.56,251.12,55.81
75,198,31,35,45.12,2016,Weight Loss,1516,151.6,113.7,50.53
81,173,25,30,47.52,2190,Muscle Gain,2490,217.88,280.12,55.33
82,167,14,32,43.56,1645,Weight Gain,2145,134.06,268.12,59.58
66,150,34,21,41.25,1939,Muscle Gain,2239,195.91,251.89,49.76
105,165,14,31,55.22,2023,Weight Gain,2523,157.69,315.38,70.08
97,168,24,31,57.75,1616,Weight Gain,2116,132.25,264.5,58.78
103,183,16,32,64.84,1773,Muscle Gain,2073,181.39,233.21,46.07
74,191,24,25,33.37,2155,Weight Loss,1655,165.5,124.12,55.17
56,178,30,24,26.34,1385,Weight Gain,1885,117.81,235.62,52.36
84,166,27,37,48.89,1621,Weight Loss,1121,112.1,84.08,37.37
103,164,14,22,50.8,1784,Muscle Gain,2084,182.35,234.45,46.31
84,172,27,39,41.95,1453,Weight Loss,953,95.3,71.47,31.77
89,156,34,27,54.17,1867,Weight Gain,2367,147.94,295.88,65.75
80,161,25,31,41.12,1885,Muscle Gain,2185,191.19,245.81,48.56
61,169,14,35,37.4,2183,Weight Gain,2683,167.69,335.38,74.53
107,163,20,26,51.01,1392,Weight Loss,892,89.2,66.9,29.73
85,197,19,38,38.82,2084,Weight Loss,1584,158.4,118.8,52.8
94,182,11,32,46.54,1946,Muscle Gain,2246,196.52,252.68,49.91
88,155,27,38,54.51,2015,Weight Loss,1515,151.5,113.62,50.5
107,191,22,31,59.07,1757,Weight Gain,2257,141.06,282.12,62.69
85,177,33,24,47.1,2063,Weight Gain,2563,160.19,320.38,71.19
84,189,31,21,41.29,2112,Muscle Gain,2412,211.05,271.35,53.6
91,158,31,34,43.22,1556,Weight Gain,2056,128.5,257.0,57.11
87,168,25,38,48.0,1981,Muscle Gain,2281,199.59,256.61,50.69
67,175,22,37,42.82,1551,Muscle Gain,1851,161.96,208.24,41.13
52,174,21,39,24.76,1681,Weight Loss,1181,118.1,88.58,39.37
95,186,30,38,55.53,1963,Weight Loss,1463,146.3,109.72,48.77
85,189,16,34,50.9,1880,Weight Gain,2380,148.75,297.5,66.11
102,194,19,37,54.03,1559,Muscle Gain,1859,162.66,209.14,41.31
66,199,30,30,31.86,1984,Muscle Gain,2284,199.85,256.95,50.76
65,175,30,20,39.04,1858,Weight Gain,2358,147.38,294.75,65.5
93,157,16,21,53.88,1697,Muscle Gain,1997,174.74,224.66,44.38
101,158,19,36,49.44,2137,Muscle Gain,2437,213.24,274.16,54.16
92,190,30,25,51.11,2060,Weight Loss,1560,156.0,117.0,52.0
65,165,15,24,35.97,1781,Weight Gain,2281,142.56,285.12,63.36
90,177,26,33,48.58,1734,Weight Loss,1234,123.4,92.55,41.13
78,180,34,34,43.49,1541,Weight Gain,2041,127.56,255.12,56.69
83,191,20,22,40.02,1542,Weight Gain,2042,127.62,255.25,56.72
62,194,33,38,28.73,1988,Weight Gain,2488,155.5,311.0,69.11
80,177,31,31,47.25,1376,Weight Loss,876,87.6,65.7,29.2
93,195,16,32,43.52,1318,Muscle Gain,1618,141.57,182.03,35.96
85,158,25,23,48.28,1520,Muscle Gain,1820,159.25,204.75,40.44
54,191,32,32,33.44,1313,Muscle Gain,1613,141.14,181.46,35.84
78,155,16,24,38.87,1791,Weight Gain,2291,143.19,286.38,63.64
108,150,13,38,70.14,1846,Muscle Gain,2146,187.77,241.43,47.69
76,175,29,27,42.87,1507,Weight Loss,1007,100.7,75.52,33.57
52,181,14,39,26.04,1907,Weight Gain,2407,150.44,300.88,66.86
96,155,13,27,45.44,1304,Weight Loss,804,80.4,60.3,26.8
81,165,10,32,39.68,1310,Weight Loss,810,81.0,60.75,27.0
57,174,17,33,27.84,1527,Muscle Gain,1827,159.86,205.54,40.6
76,169,24,34,38.3,2056,Weight Loss,1556,155.6,116.7,51.87
90,177,34,29,43.73,2036,Weight Gain,2536,158.5,317.0,70.44
63,157,25,33,31.4,1381,Muscle Gain,1681,147.09,189.11,37.36
64,173,26,38,34.45,1756,Muscle Gain,2056,179.9,231.3,45.69
106,184,33,20,52.02,1776,Muscle Gain,2076,181.65,233.55,46.13
94,180,17,36,52.31,2081,Muscle Gain,2381,208.34,267.86,52.91
102,179,30,26,52.2,1474,Muscle Gain,1774,155.22,199.58,39.42
55,182,21,37,25.36,1703,Weight Loss,1203,120.3,90.22,40.1
89,178,31,20,53.97,1602,Weight Loss,1102,110.2,82.65,36.73
71,194,22,28,37.91,1975,Weight Loss,1475,147.5,110.62,49.17
76,193,14,26,45.81,1788,Weight Gain,2288,143.0,286.0,63.56
107,161,13,39,65.25,1723,Weight Loss,1223,122.3,91.72,40.77
78,176,10,39,40.3,1643,Weight Loss,1143,114.3,85.72,38.1
82,156,10,28,51.15,1606,Muscle Gain,1906,166.77,214.43,42.36
80,165,19,25,36.01,1672,Weight Gain,2172,135.75,271.5,60.33
73,166,30,38,42.36,2138,Weight Gain,2638,164.88,329.75,73.28
88,154,21,35,46.89,1576,Weight Gain,2076,129.75,259.5,57.67
84,169,24,24,40.53,2143,Weight Gain,2643,165.19,330.38,73.42
104,170,14,25,49.04,1789,Weight Loss,1289,128.9,96.67,42.97
76,153,30,27,48.92,1954,Weight Loss,1454,145.4,109.05,48.47
84,198,20,28,47.49,1853,Muscle Gain,2153,188.39,242.21,47.84
77,163,13,39,45.96,2164,Weight Loss,1664,166.4,124.8,55.47
87,179,33,30,49.5,2103,Weight Gain,2603,162.69,325.38,72.31
65,164,23,31,30.75,2051,Muscle Gain,2351,205.71,264.49,52.24
78,194,20,36,41.55,1313,Weight Gain,1813,113.31,226.62,50.36
93,165,24,29,52.89,1326,Muscle Gain,1626,142.27,182.93,36.13
78,190,30,39,49.1,1480,Weight Loss,980,98.0,73.5,32.67
105,192,20,26,48.91,1559,Weight Loss,1059,105.9,79.42,35.3
54,160,18,35,29.1,2199,Muscle Gain,2499,218.66,281.14,55.53
51,195,12,37,23.66,1598,Weight Loss,1098,109.8,82.35,36.6
67,193,14,28,30.97,1837,Weight Gain,2337,146.06,292.12,64.92
68,152,18,23,33.61,1860,Weight Loss,1360,136.0,102.0,45.33
104,172,11,28,63.39,1314,Muscle Gain,1614,141.22,181.58,35.87
52,168,12,25,27.59,1970,Weight Loss,1470,147.0,110.25,49.0
108,194,20,24,50.03,1700,Weight Gain,2200,137.5,275.0,61.11
50,152,24,29,31.29,1516,Weight Gain,2016,126.0,252.0,56.0
64,190,33,29,40.03,1346,Muscle Gain,1646,144.02,185.18,36.58
102,150,11,38,50.65,1883,Weight Gain,2383,148.94,297.88,66.19
61,175,24,33,29.42,1684,Muscle Gain,1984,173.6,223.2,44.09
77,152,28,37,34.96,1845,Weight Loss,1345,134.5,100.88,44.83
74,175,16,27,43.46,1410,Weight Gain,1910,119.38,238.75,53.06
71,178,10,25,37.76,2102,Muscle Gain,2402,210.17,270.23,53.38
52,168,19,34,32.63,1389,Muscle Gain,1689,147.79,190.01,37.53
73,162,14,23,36.72,1740,Weight Loss,1240,124.0,93.0,41.33
83,186,25,26,47.12,1549,Weight Loss,1049,104.9,78.67,34.97
60,193,28,31,32.99,1525,Weight Gain,2025,126.56,253.12,56.25
74,153,29,35,47.41,2005,Muscle Gain,2305,201.69,259.31,51.22
68,155,28,39,43.26,1821,Muscle Gain,2121,185.59,238.61,47.13
87,178,24,37,53.26,1839,Weight Gain,2339,146.19,292.38,64.97
59,196,13,21,26.95,1354,Muscle Gain,1654,144.72,186.08,36.76
59,168,26,38,28.25,1319,Weight Loss,819,81.9,61.42,27.3
62,192,20,35,35.42,1605,Muscle Gain,1905,166.69,214.31,42.33
53,171,31,24,30.28,1652,Weight Gain,2152,134.5,269.0,59.78
89,182,21,21,40.26,1373,Weight Gain,1873,117.06,234.12,52.03
66,175,12,26,37.48,1631,Muscle Gain,1931,168.96,217.24,42.91
66,177,18,29,37.98,1401,Weight Loss,901,90.1,67.58,30.03
82,171,21,24,51.76,2003,Muscle Gain,2303,201.51,259.09,51.18
71,179,20,27,41.01,1663,Weight Gain,2163,135.19,270.38,60.08
107,197,30,22,67.18,1844,Weight Loss,1344,134.4,100.8,44.8
77,186,25,23,39.47,2197,Muscle Gain,2497,218.49,280.91,55.49
93,182,21,31,55.32,1420,Weight Loss,920,92.0,69.0,30.67
101,173,33,30,49.01,1499,Weight Gain,1999,124.94,249.88,55.53
57,169,17,28,36.85,2095,Weight Gain,2595,162.19,324.38,72.08
106,192,17,32,60.22,2102,Muscle Gain,2402,210.17,270.23,53.38
95,164,11,38,43.33,1804,Muscle Gain,2104,184.1,236.7,46.76
54,152,34,34,31.95,1471,Weight Loss,971,97.1,72.83,32.37
103,166,23,29,50.75,1913,Muscle Gain,2213,193.64,248.96,49.18
74,171,25,26,33.59,1832,Weight Gain,2332,145.75,291.5,64.78
77,180,34,39,37.18,1961,Weight Loss,1461,146.1,109.58,48.7
50,186,22,33,27.88,1346,Weight Loss,846,84.6,63.45,28.2
80,188,31,31,44.56,1305,Weight Loss,805,80.5,60.38,26.83
65,175,14,28,32.87,1569,Muscle Gain,1869,163.54,210.26,41.53
91,179,29,39,46.57,2176,Weight Loss,1676,167.6,125.7,55.87
68,196,17,29,40.56,1608,Muscle Gain,1908,166.95,214.65,42.4
81,154,25,36,44.7,2061,Weight Gain,2561,160.06,320.12,71.14
69,196,27,20,33.23,1520,Muscle Gain,1820,159.25,204.75,40.44
93,189,15,31,44.58,1673,Weight Gain,2173,135.81,271.62,60.36
57,173,29,33,34.4,2107,Weight Gain,2607,162.94,325.88,72.42
109,165,22,26,57.81,1454,Weight Gain,1954,122.12,244.25,54.28
63,193,10,20,37.29,2178,Muscle Gain,2478,216.82,278.78,55.07
81,197,12,26,37.81,2025,Weight Gain,2525,157.81,315.62,70.14
97,173,17,25,49.51,1502,Weight Loss,1002,100.2,75.15,33.4
55,173,10,38,29.27,1326,Weight Gain,1826,114.12,228.25,50.72
67,194,16,32,37.98,1544,Weight Loss,1044,104.4,78.3,34.8
90,162,11,23,44.85,1836,Weight Gain,2336,146.0,292.0,64.89
85,167,14,38,46.95,1553,Weight Loss,1053,105.3,78.97,35.1
81,170,19,24,44.96,1312,Muscle Gain,1612,141.05,181.35,35.82
66,158,33,31,35.52,1691,Muscle Gain,1991,174.21,223.99,44.24
86,168,23,28,46.51,2062,Weight Gain,2562,160.12,320.25,71.17
75,189,23,33,44.6,1896,Muscle Gain,2196,192.15,247.05,48.8
57,152,32,37,36.1,1632,Muscle Gain,1932,169.05,217.35,42.93
99,154,16,30,55.64,2014,Muscle Gain,2314,202.47,260.32,51.42
96,191,24,32,58.89,1920,Weight Gain,2420,151.25,302.5,67.22
74,182,10,34,45.29,1675,Weight Gain,2175,135.94,271.88,60.42
55,193,34,34,29.14,1619,Weight Gain,2119,132.44,264.88,58.86
83,176,33,31,37.51,1820,Muscle Gain,2120,185.5,238.5,47.11
90,157,23,20,41.85,1610,Weight Loss,1110,111.0,83.25,37.0
51,162,13,39,26.66,1859,Muscle Gain,2159,188.91,242.89,47.98
63,179,17,31,35.33,1581,Weight Gain,2081,130.06,260.12,57.81
51,189,33,33,31.16,1939,Weight Gain,2439,152.44,304.88,67.75
80,166,34,31,43.1,1446,Weight Loss,946,94.6,70.95,31.53
80,186,34,35,44.04,2061,Muscle Gain,2361,206.59,265.61,52.47
63,155,34,30,33.31,2167,Muscle Gain,2467,215.86,277.54,54.82
83,155,15,37,48.03,1339,Weight Loss,839,83.9,62.92,27.97
57,189,10,21,34.27,1527,Weight Loss,1027,102.7,77.02,34.23
84,195,31,27,42.27,1478,Weight Gain,1978,123.62,247.25,54.94
54,180,22,39,27.3,2129,Weight Loss,1629,162.9,122.17,54.3
72,173,11,26,43.54,1808,Weight Gain,2308,144.25,288.5,64.11
91,171,14,37,47.15,1801,Muscle Gain,2101,183.84,236.36,46.69
80,158,20,36,45.47,2058,Weight Gain,2558,159.88,319.75,71.06
71,192,32,36,41.58,2082,Weight Loss,1582,158.2,118.65,52.73
103,179,29,20,57.77,1911,Weight Gain,2411,150.69,301.38,66.97
62,156,17,32,37.26,1516,Weight Gain,2016,126.0,252.0,56.0
60,180,21,33,37.03,1907,Weight Gain,2407,150.44,300.88,66.86
102,166,12,20,59.0,1875,Weight Loss,1375,137.5,103.12,45.83
53,172,25,31,33.94,1920,Weight Loss,1420,142.0,106.5,47.33
89,162,29,24,40.78,1759,Weight Loss,1259,125.9,94.42,41.97
98,164,11,25,50.78,1796,Weight Loss,1296,129.6,97.2,43.2
69,158,14,20,35.01,2017,Weight Loss,1517,151.7,113.77,50.57
106,168,10,20,53.07,1753,Muscle Gain,2053,179.64,230.96,45.62
55,182,23,22,32.0,1350,Muscle Gain,1650,144.38,185.62,36.67
100,177,32,23,51.11,1341,Muscle Gain,1641,143.59,184.61,36.47
106,183,13,25,55.5,1411,Weight Loss,911,91.1,68.33,30.37
56,199,29,38,34.53,1831,Weight Gain,2331,145.69,291.38,64.75
94,199,25,36,55.51,1695,Weight Gain,2195,137.19,274.38,60.97
50,181,17,37,25.07,1471,Weight Loss,971,97.1,72.83,32.37
52,175,30,23,33.71,1563,Weight Gain,2063,128.94,257.88,57.31
97,192,27,33,63.0,1954,Weight Loss,1454,145.4,109.05,48.47
102,167,15,33,50.0,2106,Muscle Gain,2406,210.52,270.68,53.47
102,173,25,35,49.53,2137,Weight Gain,2637,164.81,329.62,73.25
103,162,21,34,53.86,1746,Weight Gain,2246,140.38,280.75,62.39
